"","tic","year","assets.total","cash","shares.outstanding.common","co.stock","financing.net.cash.flow","gross.profit.loss","invested.capital","total.inventories","liabilities.total","net.income.loss","volatility.assumption","risk.free.rate","retained.earnings","retained.earnings.restatement","revenue.total","working.capital","deffered.long.asset.tax","net.deferred.tax.asset","eps","trade.volume","stock.price.trend","price.close.monthly","settlement","was.litigated","quality.rating","market.cap","settlement.dollars","mpl","earnings"
"419","REFR",2011,4.417,2.403,18.544,0.002,0.066,-4.123,4.107,0,0.31,-4.134,0,0,-84.408,0,0.846,4.002,0,0,-0.22,15039258,-3.25492857142857,5.09790872597749,0,FALSE,2,94.5356194145266,0,0.638483100892407,0.0431549507504798
"420","REFR",2012,14.415,8.39,22.647,0.002,12.251,-3.675,14.173,0,0.242,-3.064,0,0,-87.472,0,1.957,14.091,0,0,-0.15,10074270,-0.170965,3.53629751935834,0,FALSE,2,80.0865299209084,0,0.0483457624999329,0.0424172454887838
"421","REFR",2013,12.032,5.866,23.11,0.002,0.795,-5.838,11.87,0,0.162,-5.845,64,1.62,-93.317,0,2.161,11.783,0,0,-0.25,22955975,2.39457619047619,4.24982813138743,0,FALSE,2,98.2135281163635,0,0.563452477711008,0.0588259083122929
"422","CLFD",2010,21.361,5.286,12.015,0.12,0.017,9.636,19.246,1.512,2.115,1.181,67,2.08,-33.463,0,24.367,9.9,2.145,2.145,0.1,9241772,1.25765956937799,2.75953187278555,0,FALSE,3,33.1557754515184,0,0.455751057554726,0.0362380304377702
"423","CLFD",2011,30.302,11.281,12.271,0.123,0.28,15.017,26.229,2.757,4.073,6.167,81,1.69,-27.296,0,35.193,16.269,3.559,4.553,0.51,21453890,2.09357119047619,5.95034036733385,0,FALSE,3,73.0166266475537,0,0.351840577384357,0.0857093827438504
"424","CLFD",2012,37.74,5.678,12.83,0.125,0.285,15.69,34.686,2.972,3.054,7.701,82,0.9,-19.594,0,37.474,19.728,6.498,7.989,0.62,7296711,-1.96891,5.095819233228,0,FALSE,3,65.3793607623152,0,0.386377520450774,0.121668366090619
"425","CLFD",2013,46.413,9.808,12.974,0.13,-0.095,22.466,40.078,5.627,6.335,4.734,0,0,-14.861,0,53.353,27.883,0.811,5.426,0.38,20089544,13.524,10.7042488417602,0,FALSE,3,138.876924472997,0,1.26342354329798,0.0354999220979913
"426","RADA",2010,27.098,0.85,8.869,0.119,3.731,8.368,12.662,8.913,17.915,0.734,0,0,-61.596,0,27.523,7.594,0,0,0.08,1225597,-0.209937320574163,2.43362897420594,0,FALSE,0,21.5838553722324,0,0.0862651303051086,0.0328727184167846
"427","RADA",2011,24.19,1.107,8.919,0.119,1.857,6.556,8.02,8.469,16.346,-1.526,0,0,-63.071,0,19.405,2.954,0,0,-0.17,3341311,-0.765904285714286,2.87600604868561,0,FALSE,0,25.651097948227,0,0.266308301425276,0.0591097505089369
"428","RADA",2012,22.886,1.164,8.919,0.119,1.008,6.215,6.529,9.02,16.357,-2.051,0,0,-65.097,0,21.551,1.977,0,0,-0.23,790905,-0.904105,1.47130076559977,0,FALSE,0,13.1225315283843,0,0.614493665155843,0.15632425767565
"429","RADA",2013,22.007,2.137,8.919,0.119,-0.435,5.353,3.985,8.829,18.022,-2.635,0,0,-67.653,0,21.761,-0.152,0,0,-0.3,1370928,0.365485714285714,1.38561587155058,0,FALSE,0,12.3583079583596,0,0.263771310497992,0.216510222031654
"430","UNDT",2010,0.03,0.001,2253.029,35.601,0.41,0,-4.519,0.001,4.549,-2.196,0,0,-45.434,0,0.005,-4.546,0,0,0.00187301587301587,4181623901,-0.00252535885167464,0.0017542374752758,0,FALSE,2,3.95234790468317,0,1.43957638989419,1.06770941757552
"432","UNDT",2012,0.05,0.002,1.223,39.591,0.493,0.015,-5.031,0.001,5.247,-1.582,0,0,-50.401,-0.772,0.075,-5.054,0,0,-1.73,4035602301,0.602825,0.380521294924564,0,FALSE,2,0.465377543692742,0,1.58420831643471,4.5463947039888
"433","EMRI",2010,25.489,3.742,10.667,0.128,-13.666,9.843,16.112,7.568,13.469,-3.421,0,0,-32.176,0,30.561,9.893,0.259,0.154,-0.32,7196045,0.218697368421053,0.807536141560258,0,FALSE,3,8.61398802202327,0,0.270820533181961,0.396267093856284
"434","EMRI",2011,24.668,0.805,10.683,0.128,0.992,9.914,14.213,8.404,14.07,-1.619,0,0,-33.692,0,33.531,7.218,0.227,0.162,-0.15,1974943,-0.469276190476191,0.673086234195502,0,FALSE,3,7.19058023991055,0,0.697200695297367,0.222854059969427
"435","EMRI",2012,24.398,1.519,10.698,0.128,-0.541,10.419,14.128,7.255,13.303,0.094,0,0,-33.21,0,34.047,7.45,0.059,0.187,0.01,1234062,-0.06725,0.573787034409145,0,FALSE,3,6.13837369410904,0,0.117203763708691,0.0174280689529652
"436","EMRI",2013,26.459,1.17,10.713,0.128,1.17,10.189,13.825,6.357,15.298,-0.392,0,0,-33.172,0,31.898,4.28,0.053,0.082,-0.04,1546447,0.182280952380952,0.557920699261329,0,FALSE,3,5.97700445118661,0,0.326714804850021,0.0716947767898895
"437","SEDN",2010,114.422,7.445,5.045,0.068,-2.917,28.453,20.041,47.948,94.381,0.302,0,0,-36.897,0,541.663,19.115,0,0.313,0.07,1273558,1.19423444976077,2.62682059273678,0,FALSE,2,13.2523098903571,0,0.45463114346783,0.0266481845747485
"438","SEDN",2011,141.433,4.751,4.868,0.07,14.851,31.653,22.741,63.359,118.692,3.117,0,0,-33.283,0,606.983,20.813,0,0.443,0.68,1517943,-1.17124761904762,4.18369491480678,0,FALSE,2,20.3662268452794,0,0.279955312922647,0.16253575221113
"439","SEDN",2012,133.093,4.71,4.979,0.07,-1.647,36.624,24.413,61.785,108.68,1.42,0,0,-31.879,0,577.274,20.6,0,0.632,0.29,2390799,-0.259775,2.6488771552275,0,FALSE,2,13.1887593558777,0,0.0980698555564724,0.109480350731891
"440","SEDN",2013,101.992,3.605,5.166,0.071,-8.254,23.511,7.895,40.142,94.097,-15.743,0,0,-48.595,0,517.364,4.972,0,0.638,-3.14,4113715,-1.45548498168498,1.96200744687298,0,FALSE,2,10.1357304705458,0,0.741834585798698,1.600401672789
"441","COPY",2010,10.046,1.094,153.744,1.537,1.249,0.657,9.596,0.052,5.45,-5.175,101,0.65,-117.04,0,0.731,0.785,0,0,-0.03,24592495,-0.342409090909091,0.321300674095482,0,FALSE,2,49.3980508381359,0,1.06569677101684,0.0933704857123479
"442","COPY",2011,8.646,0.774,176.131,1.761,2.534,0.977,6.058,0,7.588,-7.378,107,0.88,-125.83,0,1.003,1.015,0,0,-0.04,35040445,-0.0528357142857143,0.201519106664058,0,FALSE,2,35.4937617758472,0,0.262187120419276,0.19849234478139
"443","COPY",2012,5.661,0.34,184.979,1.85,0.958,-4.126,3.839,0,6.855,-4.253,109,1.16,-130.737,0,0.947,-0.9,0,0,-0.02,25833367,0.07204,0.166448736655539,0,FALSE,2,30.7895208578049,0,0.432805928404761,0.120157115048518
"444","COPY",2013,5.44,0.898,209.277,2.093,3.246,0.181,2.228,0,8.761,-10.08,116.5,0.73,-140.164,0,0.389,-1.978,0,0,-0.05,37476148,-0.0275904761904762,0.226529563785122,0,FALSE,2,47.4074275202589,0,0.121796359510265,0.220721742295096
"445","VRTC",2010,0.192,0.032,15.92,0.159,0.956,0.454,-2.578,0.004,2.77,-1.721,181.42,2.49,-17.02,0,0.942,-2.623,0,0,-0.11,247946,-0.0155980861244019,0.148711258548215,0,FALSE,2,2.36748323608758,0,0.104888401030812,0.739688447760234
"446","VRTC",2011,0.093,0.015,15.92,0.159,0.135,0.567,-3.567,0.006,3.66,-0.99,185.13,1.8,-18.01,0,0.885,-3.584,0,0,-0.06,1280203,0.0273857142857143,0.154850271429562,0,FALSE,2,2.46521632115863,0,0.176852865887106,0.387471067671281
"447","VRTC",2012,0.582,0.062,15.92,0.159,0.531,0.359,-4.284,0.003,4.866,-0.846,0,0,-18.857,0,0.587,-4.285,0,0,-0.05,772043,-0.010315,0.0999606091934381,0,FALSE,2,1.59137289835953,0,0.103190647628397,0.500197031645164
"448","LOJN",2010,122.311,51.789,18.297,0.183,-5.564,74.145,43.174,8.506,87.935,-18.306,56.73,2.61,14.404,0,146.635,48.874,0.101,0.101,-1.06,11617337,1.79332535885167,4.26412639635981,0,FALSE,2,78.0207206741954,0,0.420561022858656,0.248585501805223
"449","LOJN",2011,114.283,49.645,18.101,0.181,1.385,73.247,47.794,6.628,77.502,1.429,54.65,2.19,15.555,0,140.821,48.896,0.124,0.315,0.08,21486346,-3.88733333333333,4.3035253206303,0,FALSE,2,77.898111828729,0,0.903290452294583,0.0185894107829446
"450","LOJN",2012,101.928,48.592,18.188,0.182,2.107,71.468,44.066,7.123,71.682,-8.383,55.71,1.16,6.928,0,132.528,44.032,0.145,0.145,-0.48,9667074,-0.75225,3.04975385873693,0,FALSE,2,55.4689231827072,0,0.24665925017029,0.157389750856416
"451","LOJN",2013,86.776,31.983,18.741,0.187,-6.771,77.42,42.009,7.226,50.767,3.167,55.1,1.33,10.779,0,140.207,35.536,0,0,0.18,8871009,1.06107142857143,3.45197175345313,0,FALSE,2,64.6934026314651,0,0.307381260437604,0.0521441114979981
"452","PLXS",2010,1290.379,188.244,40.403,0.478,2.256,243.874,764.321,492.43,638.524,89.533,50.5,3.31,452.433,0,2013.393,523.472,11.787,30.746,2.24,80075566,-1.95581339712919,31.3599598475355,0,FALSE,3,1267.03645771998,0,0.062366578485364,0.0714286628838281
"453","PLXS",2011,1304.525,242.107,34.544,0.483,-36.954,261.768,829.174,455.836,745.643,89.256,49.5,1.6,542.953,0,2231.232,553.893,12.47,28.22,2.34,90330395,-1.71947619047619,29.6409215694044,0,FALSE,3,1023.91599469351,0,0.0580102135640428,0.0789449138590673
"454","PLXS",2012,1408.199,297.619,35.097,0.489,-10.811,269.127,909.233,457.691,759.177,62.089,50.5,0.83,613.097,0,2306.732,616.666,4.335,6.567,1.78,60679511,-9.67997,30.3460175180293,0,FALSE,3,1065.05417683027,0,0.318986502734631,0.0586567907615047
"455","PLXS",2013,1447.684,341.865,33.6,0.492,-57.448,262.661,957.074,404.02,748.383,82.259,48,1.64,699.409,0,2228.031,607.646,2.51,4.299,2.4,49140315,15.7385714285714,31.6833096410328,0,FALSE,3,1064.5592039387,0,0.496746444954367,0.0757496621152161
"457","NWK",2010,89.371,2.367,30.389,0.303,-0.566,27.051,72.516,4.66,51.196,-26.298,73.46,1.82,-208.935,0,60.147,64.882,1.014,1.181,-0.88,19506007,0.226387559808613,4.19254874422552,0,FALSE,2,127.407363788269,0,0.0539975975521861,0.209896188139027
"458","NWK",2011,55.819,6.897,30.55,0.305,-0.411,18.607,41.219,3.093,48.877,-34.143,81.32,1.05,-243.115,0,50.152,35.865,0.539,0.82,-1.12,26850108,-3.61128571428571,2.75096585089205,0,FALSE,2,84.0420067447522,0,1.31273374880851,0.407129735775098
"460","SOTK",2010,7.939,1.684,14.442,0.144,1.731,5.078,6.352,1.869,3.622,0.594,45,0.87,-4.427,0,9.914,3.322,0,0,0.04,2368307,-0.127057416267943,0.984090484775839,0,FALSE,0,14.2122347811327,0,0.129111517928033,0.0406466687960217
"461","SOTK",2011,9.478,2.532,14.455,0.145,0.147,6.359,7.922,2.559,3.67,1.432,30,0.94,-2.995,0,12.053,4.656,0.086,0.086,0.1,3020957,0.186238095238095,1.2202802109853,0,FALSE,0,17.6391504497925,0,0.15261912269127,0.0819483911152308
"462","SOTK",2012,9.066,1.941,14.503,0.145,-0.096,4.754,7.979,1.829,3.074,0.132,88.5,0.36,-2.862,0,9.542,4.68,0.09,0.09,0.01,2728930,-0.55098,0.866686915609181,0,FALSE,0,12.56956033708,0,0.635731300515509,0.0115381919582473
"463","SOTK",2013,9.779,3.232,14.709,0.147,-0.443,4.926,7.974,1.675,3.284,0.484,53.92,0.7,-2.378,0,10.279,4.753,0.09,0.09,0.03,3837172,0.421466666666667,0.751070213544401,0,FALSE,0,11.0474917710246,0,0.561154814910991,0.0399430032758535
"464","NDCP",2010,0.113,0.007,1.659,0.002,0.221,0.221,-1.18,0.002,1.531,-0.288,0,0,-17.472,0,0.909,-1.03,0,0,-0.09,10809,-0.0142714285714286,0.0132571428571429,0,FALSE,0,0.0219936,0,1.07650862068966,6.78879310344827
"465","CPSH",2010,10.611,1.803,12.676,0.127,-0.23,4.764,8.661,1.524,2.125,0.71,84,2.45,-24.717,0,21.397,5.731,0.745,1.1,0.06,537626,0.530406698564593,1.52365963393332,0,FALSE,0,19.3139095197387,0,0.348113638211542,0.0393788735119998
"466","CPSH",2011,11.334,1.142,12.866,0.129,-0.107,3.707,9.001,3.14,2.533,-0.046,82,2.45,-24.763,0,19.807,5.501,1.194,1.481,0.0489786059351277,1076923,-0.539623809523809,1.97539825494236,0,FALSE,0,25.4154739480884,0,0.273172160688961,0.0247942944226995
"467","CPSH",2012,10.349,0.307,12.872,0.129,0.301,0.979,7.608,2.457,2.817,-1.522,0,0,-26.285,0,14.052,3.395,2.432,2.787,-0.12,668261,-0.1835,1.68603592272843,0,FALSE,0,21.7026543973603,0,0.108835166277508,0.0711728607809316
"468","CPSH",2013,11.14,1.571,13.067,0.132,-0.506,5.972,8.865,2.184,2.275,0.966,53,1.62,-25.318,0,21.406,5.205,1.827,2.476,0.07,909376,1.0947619047619,1.56254794223702,0,FALSE,0,20.4178139612111,0,0.700626121714124,0.0447986254423559
"469","FKWL",2010,25.895,16.107,13.781,0.014,-0.118,14.358,15.833,0.198,10.226,4.778,0,0,8.969,0,101.898,10.383,1.3,1.672,0.35,6413486,0.988803827751196,1.99068523540406,0,FALSE,0,27.4336332291033,0,0.496715306953334,0.175818855625841
"470","FKWL",2011,24.171,11.358,11.813,0.014,-2.076,16.078,18.972,0.935,5.199,4.546,0,0,13.51,0,46.514,14.572,1.459,1.679,0.37,5951705,-0.918476190476191,2.18307358151637,0,FALSE,0,25.7886482184529,0,0.420726171693312,0.169485812632571
"471","FKWL",2012,31.871,9.419,11.883,0.014,0.579,6.286,18.893,1.747,12.978,-0.129,186,0.22,13.418,0,24.267,13.256,1.483,1.538,-0.01,3148680,0.4685,1.71060580664028,0,FALSE,0,20.3271288003065,0,0.273879580077048,0.00584588217880571
"472","FKWL",2013,23.16,10.431,10.374,0.014,-2.384,8.845,16.513,0.263,6.647,0.175,0,0,13.552,0,32.75,10.949,1.46,1.502,0.02,1830388,-0.403333333333333,1.65730423638147,0,FALSE,0,17.1928741482213,0,0.243367104529923,0.0120677903072689
"473","WGNR",2010,8.362,0.231,12.647,0.126,1.051,3.72,-0.132,3.145,8.494,-2.313,0,0,-20.265,0,8.921,-3.249,0,0,-0.18,3562430,-0.0610105263157895,0.143138637048814,0,FALSE,2,1.81027434275636,0,0.426233807822154,1.25752210382313
"474","WGNR",2011,7.285,0.476,13.147,0.131,0.4,4.234,-1.487,1.53,8.772,-1.466,100,0.75,-21.731,0,9.111,-4.442,0,0,-0.11,2698966,-0.081702380952381,0.0772132098609501,0,FALSE,2,1.01512207004191,0,1.05813993615231,1.42462669532965
"475","APH",2010,4015.857,525.888,175.551,0.176,64.721,1261.074,3142.355,549.169,1673.142,496.405,33,2.2,2175.824,0,3554.101,1337.14,0,55.063,2.86,305222758,9.53708133971292,45.1967096128827,0,FALSE,4,7934.32756925116,0,0.211012735692479,0.0632789427481862
"476","APH",2011,4445.225,515.086,163.122,0.163,-151.148,1363.099,3561.617,649.862,2260.439,524.191,28,1.7,1982.44,0,3939.786,1538.822,0,41.981,3.09,357464940,-9.1122380952381,50.0128955008569,0,FALSE,4,8158.20353989078,0,0.18219777127445,0.0617840652706672
"477","APH",2012,5215.463,690.85,159.858,0.16,-13.084,1464.991,4048.386,733.718,2773.281,555.317,30,0.8,2093.116,0,4292.065,1818.401,0,41.226,3.44,202742976,12.3045,57.699154522918,0,FALSE,4,9223.67144372462,0,0.213252691512363,0.0596195911091494
"478","APH",2013,6168.028,886.838,158.206,0.158,108.589,1587.316,4311.509,792.644,3287.956,635.672,28,0.9,2369.421,0,4614.669,1547.689,0,11.562,4,158001164,18.9885714285714,76.9166366855875,0,FALSE,4,12168.6734234801,0,0.246872097465612,0.0520043539650703
"480","NOIZ",2010,29.548,0.745,4.556,0.054,1.029,12.8,15.259,13.998,14.614,1.518,68,2.4,5.58,0,35.297,9.608,0,0.286,0.33,1411884,1.24734545454545,4.39654481671075,0,FALSE,0,20.0306581849342,0,0.283710392261769,0.0750589414545961
"481","NOIZ",2011,29.57,0.857,4.576,0.054,-3.905,16.036,18.694,12.921,10.876,3.413,68,1.39,8.993,0,45.97,13.24,0,0.607,0.75,2535483,3.6218430952381,5.3675218489199,0,FALSE,0,24.5617799806574,0,0.674770070282419,0.139729286831114
"483","DELL",2010,38599,13913,1918,33.7,477,12423,12912,1301,30833,2635,37,2.2,24673,0,61494,9538,75,633,1.36,6462480830,-0.717090909090908,13.8458444146846,0,FALSE,3,26556.3295873651,0,0.0517910564075368,0.0982244173246388
"484","DELL",2011,44533,13852,1761,33.9,577,14796,15304,1404,35616,3492,36,1.9,28175,0,62071,7447,0,445,1.9,6015011312,1.40064166666667,15.2173948059171,0,FALSE,3,26797.8322532201,0,0.0920421454874813,0.124857114127131
"485","DELL",2012,47540,12569,1738,34.1,-1210,13397,15943,1382,36839,2372,37,1,30271,0,56940,4529,0,313,1.36,4869531975,-5.790525,13.1481489418333,0,FALSE,3,22851.4828609063,0,0.440406100175542,0.103436613474381
"486","IIVI",2010,508.981,108.026,30.879,139.311,3.029,155.638,414.244,81.397,98.121,38.577,49,3.22,299.691,0,345.091,215.085,3.029,2.133,1.28,30196028,15.9222727272727,34.7062524880011,0,FALSE,3,1071.69437057699,0,0.458772457002596,0.0368809626001116
"487","IIVI",2011,647.202,149.46,62.683,159.186,19.154,235.345,538.101,126.43,124.101,82.682,47,1.96,391.481,0,502.801,304.573,0.003,1.436,1.33,68184986,-30.0047619047619,34.8219259927239,0,FALSE,3,2182.74278700191,0,0.861662904890196,0.0381943261920063
"488","IIVI",2012,706.486,134.944,62.833,176.295,-14.804,228.134,604.155,137.607,115.1,60.306,59,1.05,448.909,0,534.63,326.645,0.145,4.849,0.96,65710201,-3.377,19.4161161673535,0,FALSE,3,1219.97282714332,0,0.173927677960546,0.0494434619017245
"489","IIVI",2013,863.802,185.433,62.212,194.284,85.779,242.929,750.144,141.859,227.694,50.813,49,0.98,498.478,-3.731,558.396,366.71,2.696,9.285,0.81,72254145,-1.68095238095238,17.4142109636327,0,FALSE,3,1083.37289246952,0,0.0965276224379518,0.0465137353447468
"490","EKCS",2010,5.96,0.168,10.159,0.01,-0.52,2.67,3.071,1.875,2.889,0.383,169,3.07,-10.038,0,4.514,1.296,0.437,0.394,0.02,1494073,0.167435406698565,0.310657820630298,0,FALSE,2,3.1559727997832,0,0.538970518620303,0.0643795155693223
"491","EKCS",2011,5.258,0.007,10.43,0.011,0.163,2.168,3.684,1.944,1.574,0.53,0,0,-9.657,0,3.959,1.799,0.395,0.522,0.04,3171471,-0.180462380952381,0.247800627090619,0,FALSE,2,2.58456054055515,0,0.728256352984883,0.161420091908695
"492","EKCS",2012,4.981,0.001,11.867,0.012,0.539,0.401,2.383,1.961,2.598,-1.532,186.3,0.9,-11.338,0,2.216,0.5,0.508,0.652,-0.15,1316866,-0.0955,0.0961757973821246,0,FALSE,2,1.14131818753367,0,0.992973311368145,1.55964394455729
"493","EKCS",2013,4.334,0.001,15.867,0.016,0.457,0.327,1.863,1.842,2.912,-1.221,0,0,-12.707,0,0.982,1.003,0.679,0.846,-0.1,1322134,0.010152380952381,0.0913365292760888,0,FALSE,2,1.4492367100237,0,0.111153566189194,1.09485219979975
"494","DDD",2010,208.8,37.349,23.34,0.023,1.041,81.496,141.174,23.811,75.681,19.566,0,0,-52.967,0,159.868,42.475,0,-1.26,0.85,16181086,19.1176555023923,16.5637155124306,0,FALSE,3,386.597120060131,0,1.15418883450667,0.0513169885924507
"495","DDD",2011,462.974,179.12,50.651,0.051,209.975,109.028,393.504,25.283,208.186,35.42,0,0,-19.591,0,230.423,202.357,3.195,3.067,0.71,115642437,-14.718119047619,26.5686266982922,0,FALSE,3,1345.7275108952,0,0.553966120069169,0.0267232479895409
"496","DDD",2012,677.442,155.859,59.5,0.06,111.126,181.196,568.307,41.82,197.109,38.941,0,0,20.276,0,353.633,212.285,0.107,-17.168,0.72,294508806,30.81,32.5132523564346,0,FALSE,3,1934.53851520786,0,0.947613596518668,0.0221448162769698
"497","DDD",2013,1097.856,306.316,103.218,0.104,298.696,267.844,952.485,75.148,164.064,44.107,0,0,66.276,0,513.4,416.399,0.548,-13.099,0.45,1083027826,20.74,52.9587274464983,0,FALSE,3,5466.29392957266,0,0.391625724408741,0.00849718302719063
"498","NTP",2010,450.78,228.067,44.8,0.448,0,75.028,334.134,29.058,116.646,15.006,51.23,1.25,46.743,0,534.42,222.234,8.423,7.42,0.33,28673639,1.43911483253589,4.98648421259011,0,FALSE,0,223.394492724037,0,0.288603106152897,0.0661788919669696
"499","NTP",2011,457.743,118.51,44.804,0.448,-8.961,43.874,322.206,31.856,135.537,0.505,50.99,0.75,34.703,0,602.317,148.562,8.203,9.958,0.01,23287813,-1.05916666666667,5.83634669306666,0,FALSE,0,261.491677236159,0,0.181477681564893,0.00171340061272912
"500","NTP",2012,636.044,157.838,44.804,0.448,-4.163,130.449,362.792,55.638,273.252,66.921,40.01,0.345,74.742,0,1147.923,181.36,5.42,4.498,1.49,97409756,8.6665,8.00488591496858,0,FALSE,0,358.650908534252,0,1.0826512822368,0.186136319221465
"501","NTP",2013,494.419,68.707,45.273,0.453,-32.877,80.416,363.39,30.493,131.029,0.297,52.36,0.52,71.206,0,855.847,298.269,0,0,0.01,157896417,-6.23857142857143,9.39638090904138,0,FALSE,0,425.40235289503,0,0.663933432346123,0.00106423952975106
"502","VSTI",2010,6.508,2.083,101.608,1.016,0.273,5.562,5.187,0.836,1.321,0.675,0,0,-38.957,0,7.703,3.226,0,0,0.01,2112007,0.0229633971291866,0.051783365445894,0,FALSE,0,5.2616041962264,0,0.443451230553564,0.193112207248262
"505","BNSO",2010,21.812,5.407,5.247,0.017,-0.12,3.934,11.827,4.848,9.985,-1.56,0,0,-8.493,0,28.387,6.852,0,-0.019,-0.29,595493,0.478484449760766,1.19444826905868,0,FALSE,3,6.2672700677509,0,0.400590349666502,0.242789920260459
"506","BNSO",2011,23.168,3.014,5.247,0.017,0,4.13,11.278,4.105,11.89,-0.902,0,0,-9.042,0,26.682,2.914,0,-0.002,-0.17,1152631,-0.448478333333334,1.79468835789655,0,FALSE,3,9.41672981388321,0,0.249892039116456,0.0947239665605492
"507","BNSO",2012,27.123,2.154,5.247,0.017,1.537,5.469,10.586,5.46,16.537,-0.754,0,0,-9.734,0,30.386,0.292,0,0,-0.14,802520,0.0427649999999999,1.13412348574417,0,FALSE,3,5.95074592969966,0,0.0377075340891465,0.123443347889174
"508","PRST",2010,80.525,4.165,36.942,0.369,-8.447,45.934,49.178,29.143,31.347,-10.623,77.02,1.92,-73.855,0,128.577,22.312,0,0,-0.29,23461554,-0.805179425837321,2.91663082500388,0,FALSE,2,107.746175937293,0,0.276064909872935,0.099429793278556
"509","PRST",2011,69.813,2.539,37.395,0.374,3.606,38.602,39.216,25.038,30.597,-12.428,79.62,2.01,-86.15,0,120.005,14.772,0,0,-0.33,21820020,-1.67920476190476,1.49395106037492,0,FALSE,2,55.86629990272,0,1.12400252353873,0.220890769954127
"511","PUGE",2013,0.014,0.014,42.5,0.045,0.181,0,0.006,0,0.184,-0.17,0,0,-0.191,0,0,0.006,0,0,-0.01,6040648,0.552757142857143,1.19961900762281,0,FALSE,0,50.9838078239695,0,0.460777246229615,0.00833597995401573
"512","CGNX",2010,533.104,33.203,41.065,0.082,20.228,222.912,473.311,22.717,59.793,61.381,44,3.3,370.609,0,290.691,224.573,15.555,21.857,1.54,54002591,12.6659688995215,21.6186892226449,0,FALSE,3,887.771472927912,0,0.585880520741948,0.0712346610906872
"513","CGNX",2011,611.881,38.103,42.223,0.084,9.794,253.751,552.98,28.098,58.901,69.869,43,2.9,417.228,0,321.914,231.241,15.919,22.799,1.67,77320119,5.53685714285714,31.8427825022041,0,FALSE,3,1344.49780559056,0,0.173881071557546,0.0524451655531172
"514","CGNX",2012,627.605,45.16,43.055,0.086,-45.151,255.642,572.285,26.182,55.32,68.098,44,2,406.951,0,324.279,189.493,15.647,22.016,1.59,50997749,-3.858135,37.1734711974312,0,FALSE,3,1600.5038024054,0,0.103787321326791,0.0427724382142143
"515","CGNX",2013,709.699,40.644,86.831,0.174,-12.458,280.908,643.912,25.694,65.787,73.573,42,2,432.298,0,353.886,271.029,12.307,19.918,0.85,67704585,-3.77525714285714,41.6276020166523,0,FALSE,3,3614.56631070794,0,0.0906911991074318,0.0204191440011359
"518","RKUS",2012,243.839,133.386,74.166,0.074,104.216,143.719,170.211,19.041,73.628,31.704,69.1,0.98,-23.594,0,214.653,141.093,9.214,18.269,0.43,24396515,5.8555,15.80075,0,FALSE,0,1171.8784245,0,0.370583674825562,0.0272138980744585
"519","RKUS",2013,283.222,91.282,80.691,0.081,12.276,181.47,203.849,16.748,79.373,1.789,67.4,1.87,-21.807,0,263.067,160.435,15.317,22.178,0.02,275407187,-9.51142857142857,16.5990215211943,0,FALSE,0,1339.39164556669,0,0.573011400659009,0.00120489029877232
"520","DGII",2010,266.965,50.943,25.082,0.287,2.604,102.342,240.556,26.55,26.409,8.941,44,2.13,82.06,0,182.548,122.105,0.32,2.125,0.36,22600103,1.07672248803828,9.63548485880379,0,FALSE,3,241.677231228517,0,0.111745543043897,0.0373618977431191
"521","DGII",2011,283.895,54.684,25.629,0.291,4.639,115.765,260.716,23.986,23.179,11.019,42.5,1.86,92.211,0,204.16,142.748,3.771,5.431,0.44,30301857,-0.349928571428572,11.8002070702943,0,FALSE,3,302.427507004573,0,0.0296544432944298,0.0372874812601933
"522","DGII",2012,293.084,60.246,25.912,0.293,2.311,108.152,270.857,24.435,22.227,7.615,41,1.09,96.558,0,190.558,155.377,5.01,7.753,0.3,24894687,-1.989515,10.1855950510293,0,FALSE,3,263.92913896227,0,0.195326339799751,0.0294533602108681
"523","DGII",2013,299.953,41.32,25.555,0.303,-10.79,108,274.266,26.14,25.687,5.805,40,1.33,100.498,0,195.381,128.014,5.832,8.531,0.22,18092943,2.12858095238095,9.93864890000033,0,FALSE,3,253.982172639508,0,0.214172064412184,0.022135805602308
"526","COMM",2013,4734.055,346.32,185.862,1.868,-89.669,1258.24,3593.106,372.187,3646.039,19.396,75,0.4,-1004.567,0,3480.117,860.042,4.09,-328.004,0.1,50664183,2.43685714285714,16.096619047619,0,FALSE,0,2991.74980942857,0,0.151389377834446,0.00621248472764171
"527","3GULD",2013,0.332,0.087,31.706,0.032,0.306,0.597,-0.037,0.222,0.556,-0.262,0,0,-0.209,0,0.862,-0.06,0,0,-0.01,153537,-0.104199134199134,1.43668640262429,0,FALSE,0,45.5515790816058,0,0.0725274033420245,0.00696046122642612
"530","CTRL",2013,122.686,84.546,22.785,0.002,65.809,66.797,100.302,15.312,24.212,3.503,57.5,1.25,-102.073,0,128.511,94.778,0,0,0.16,13460423,-5.32071428571429,17.9456046583851,0,FALSE,0,408.890602141304,0,0.296491223728601,0.00891583220770663
"531","CLRO",2010,43.981,11.431,8.929,0.009,-2,25.96,31.735,8.78,12.246,2.374,51.5,2.3,-7.347,0,41.284,22.756,0.913,4.302,0.27,1587423,0.687852392344498,3.24116444271499,0,FALSE,0,28.9403573090021,0,0.212223848712937,0.0833033944349433
